X,Y,HTF_threshold,SLR,TR,Slope_GEBCO_West,Elevation
-124.2462089,40.74055979,0.579,4.2896825396825395,1.99326,0.6410741,7
-124.2462089,40.80055979,0.579,4.2896825396825395,2.0102,0.3349954,-32
-124.217,40.7667,0.448056,4.2896825396825395,2.08998,0.6602351,-10
-124.1862089,40.74055979,0.448056,4.2896825396825395,2.071,0.4038017,1
-124.1862089,40.80055979,0.448056,4.2896825396825395,2.1615,0.6573237,-8
-124.1862089,41.70055979,0.42672,1.9231040566893423,2.08159,0.2233317,-28
-124.1862089,41.76055979,0.42672,1.9231040566893423,2.053,0.5583144,4
-124.183,41.745,0.42672,1.9231040566893423,2.09486,0.6602351,-5
-124.1262089,46.92055979,0.381,1.130952380952381,2.73123,0.0218996,-9
-124.10508,46.90431,0.381,1.130952380952381,2.78908,0.4727364,-3
-124.0662089,44.64055979,0.451104,1.5762786598639453,2.47699,1.5327617,-1
-124.043,44.625,0.451104,1.4175485011337867,2.54241,0.5527034,-6
-123.96692,46.70747,0.475982751,0.2619047619047619,2.72012,0.5260313,3
-123.9462089,45.54055979,0.460248,1.4246031746031746,2.38808,1.0950649,33
-123.9462089,46.68055979,0.475982751,0.21428571428571427,2.73769,0.1579198,5
-123.9462089,46.74055979,0.475982751,0.47222222222222215,2.536,2.0040414,74
-123.91894,45.55453,0.460248,1.484126984126984,2.5196,4.3213196,-14
-123.8862089,45.54055979,0.460248,1.484126984126984,2.472,4.8913407,74
-123.76831,46.20731,0.467825816,0.376984126984127,2.62476,2.1665833,-5
-123.7662089,46.20055979,0.467825816,0.3888888888888889,2.63569,1.6058809,-9
-123.708,38.9133,0.566928,2.0935476848072563,1.78543,2.0415583,39
-123.7062089,38.88055979,0.566928,2.0935476848072563,1.76513,1.1386286,-46
-123.7062089,38.94055979,0.566928,2.0895794308390023,1.796,0.9210059,4
-123.7062089,46.20055979,0.467825816,0.3849206349206349,2.637,0.2563264,-9
-123.4662089,46.26055979,0.454152,0.1507936507936508,2.30181,0.3427787,-11
-123.4662089,48.12055979,0.414528,0.853174603174603,2.679,0.8980765,82
-123.452,46.2667,0.454152,0.1507936507936508,2.29415,3.7831211,3
-123.44,48.125,0.414528,0.853174603174603,2.15293,2.1541753,-18
-123.4062089,46.14055979,0.566928,0.16666666666666666,1.921,5.9407783,51
-123.4062089,46.20055979,0.454152,0.15476190476190477,2.22879,0.8078601,-2
-123.4062089,46.26055979,0.454152,0.1507936507936508,2.294,4.0447502,56
-123.4062089,48.12055979,0.414528,0.853174603174603,2.15738,1.937591,-7
-123.405,46.16,0.566928,0.15476190476190477,2.11713,0.3462586,-17
-122.9862089,46.08055979,0.347472,1.0436507936507935,1.284,2.8883791,177
-122.9862089,46.14055979,0.347472,0.7777777777777778,1.485,0.2496921,1
-122.95417,46.10611,0.347472,0.8888888888888888,1.37674,0.339969,-22
-122.9262089,46.08055979,0.347472,0.9444444444444443,1.284,4.9477158,51
-122.9262089,46.14055979,0.347472,0.853174603174603,1.485,0.0218996,7
-122.8062089,45.84055979,0.445008,1.7698412698412695,0.99699,0.2189948,3
-122.8062089,45.90055979,0.445008,1.7579365079365077,1.02576,0.4183836,-13
-122.8062089,48.12055979,0.539496,0.7579365079365078,2.384,1.2209013,76
-122.8062089,48.84055979,0.697992,-0.11904761904761904,2.72085,0.4252052,-65
-122.797,45.865,0.445008,1.7579365079365077,0.9957,1.2789934,0
-122.758,48.1117,0.539496,1.25,2.5958,1.7931763,-13
-122.758,48.8633,0.697992,-0.12698412698412698,2.78804,3.2270508,-9
-122.7462089,45.84055979,0.445008,2.329365079365079,0.978,2.4337258,28
-122.7462089,48.12055979,0.539496,1.2738095238095237,2.56329,1.8112481,-12
-122.7462089,48.84055979,0.697992,-0.07936507936507937,2.77221,0.1858235,-24
-122.7462089,48.90055979,0.697992,-0.07936507936507937,2.82,0.4847564,15
-122.697,45.6317,0.408432,1.6666666666666665,0.97485,0.3097039,-14
-122.6862089,45.60055979,0.408432,1.6626984126984123,0.951,0.2646118,-5
-122.6862089,45.66055979,0.408432,1.9126984126984126,0.969,2.3381674,57
-122.5062089,37.80055979,0.353568,2.801587301587302,1.7571,0.4401676,-46
-122.465,37.80669,0.353568,2.8095238095238098,1.78253,3.0041935,-5
-122.4462089,37.80055979,0.353568,2.7972883605442176,1.81967,1.8586214,-1
-122.4462089,47.28055979,0.463296,1.5119047619047616,3.58644,0.8802832,-129
-122.41333,47.26667,0.463296,1.5119047619047616,3.5891,0.1548531,-16
-122.3862089,47.28055979,0.463296,1.5119047619047616,3.59262,6.8316588,53
-122.3862089,47.58055979,0.463296,1.4960317460317458,3.467,1.4728196,67
-122.33931,47.60264,0.606552,1.507936507936508,3.46231,4.389286,-31
-121.8462089,36.72055979,0.221,2.1055395555555556,1.612,0.2553892,-48
